,Job Title,Job Description,Job Salary,Job Company,Job Link,Job Type
57,Ingeniero de Soporte OpenStack,O Lenguaje de programación Python. 3 años como ingeniero de soporte técnico en departamentos de TI con empresas del giro de tecnologías y especialistas en…,"$12,000 - $15,000 al mes",EmQu Technologies SA de CV,/company/EmQu-Technologies-SA-de-CV/jobs/Ingeniero-soporte-openstack-9ec5e75b75a56f4b?fccid=11e5992ae8bfc779&vjs=3,python
58,Programador de API,"C, C ++, MATLAB, Python, Django, Javascript, Ajax, Node, Angular, HTML. Licenciatura o Ingeniería en sistemas o afín. Confiado y cómodo con los clientes.","$45,000 al mes",Grupo TeleLink,/rc/clk?jk=4a4db25b9877d523&fccid=08bc68c7f9e73b60&vjs=3,python
59,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCZHhMY6qIhvsOIvYp6fhaototxySiG3btUT_9FkD7pFvATm3n-txLoMSRpjY8gDsVqkDT-fBvhS1jhSNRioTuOzWzpWLc-M0HSVbI6u2iozTlXLlTANrDtJuhiBUoUJhz9kuZWHhX9gjra_Lfg1DH9p1ZpbRXVu3cvk2naghYFVogmLE3NMtYFsahgrD7W88C1XD7cP067i34hfRCf-h3AHqaGR45am77gDPQGlYWO3uWJfhyThfcmiwVvmpji7YySj_2xIClL9LQ==&p=0&fvj=1&vjs=3,sql
60,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJwp34JkltyLmRq8qFRUnnKcyO8ZiKbOxMOOp-M6U8ttbYo5_-CvYDoyzpNhVlDKN8RV9pP8UFVfC7352ySFRNi4WWi5iwikL2tNAJGJsDDLF574JSCUnAVDJY1OPyYy6NW59Zjs-8zfD5Z5Zn45WQaqIUQNZD-hfM-Jym15NCl88OM_5DWtm_ykN7mN_rbZ-pYOi45WvWI2zH2Sali5TdFBYgxKwxyJ62IqsPXtXdc9DtwtG2chib7IQMWV0e92r97V3244EGwMSJ_frU189NXqUvUBTiw_nTM=&p=1&fvj=1&vjs=3,sql
61,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0PKvkG2XAv1N8sJCQn5wWzNHYooeuXd6iNM4BKCFC-lmTuJvQyLzGnTMRS6E4wBMZmF9K2_uZbfIUbRPIug38Ul3D8uZMeBPHAhvsaL7nrnu0mLQYp4P8k3qwnVDLP7qLxJ6enoqc2WNf-g_Ks323nuPcdQNFUcT2WbqUxWkoxMAcukFzhRfE3kzGWq43uJvsrIUZMeK3HL7ddh_V0m7GJBQD35KF3S8-ALNzk9f4v_XvG2KfHWM8wrgqGYj1xb0O6ZAKAP-2zpIDWRBa1sK3zZuMzsCxtVIE4Y9_osUVEnW0twdSqK3Iq6i4fVvzN2ag-MOl8trZP1Tlgle7QlKWHIRZcPlT1BxbfFqoIG9Szcdw==&p=2&fvj=1&vjs=3,sql
62,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76Nl3r5jZ-jCLxTNoJ7nHGmPJwYYowMjQvxvszSuzKmWiquXA6LasfOPPrkCcaaMbv6njwhFLMq_sA4qqmvz2oElmw-BQrZ7X91hRMkY7XVvJngVpQ4JqvdVqjVuiyFc4qj6s29UGkgCjT5kLhg195chWp59iHBea3CLa0ROHpuSdiSVUgznL4NMmuXIM86E712zmntzcitc0UsMw08W3aEE8WVo3ayK5qYnFwAM1HuelLzLmZw942IRIv_xQos9Uk4fTxArJg0CSdBZN-ouP4feO4F3L1mVIOGZYRWPVhmdOg==&p=3&fvj=1&vjs=3,sql
63,Jefatura,Constancia o certificación lenguaje de programación o uso SQL. Diseñar procesos de auditoria para la autorización a través de las herramientas y tecnología…,"$22,600 al mes",GNP Seguros,/rc/clk?jk=fdc8c47192c57fb7&fccid=feb2f88efb989529&vjs=3,sql
64,.NET SQL Server Medio,"PROGRAMADOR .NET, SQL SERVER - Medio. Ingeniería o licenciatura en sistemas computacionales, informática o a fin. 1a 3 años de experiencia en:","$19,000 - $20,000 al mes",Integración Inteligente en Sistemas de Información...,/company/Integraci%C3%B3n-Inteligente-en-Sistemas-de-Informaci%C3%B3n-S.A.-de-C.V./jobs/Net-SQL-server-medio-4439bbc57b605067?fccid=4851a97a9dcc5eba&vjs=3,sql
65,ANALISTA DE SOPORTE / DISPONIBILIDAD DE TIEMPO - POLANCO,"Ingeniería en Sistemas Computacionales o carrera afín. Experiencia de al menos 1 año en posición similar. $15,000 Brutos mensuales *y prestaciones de ley.","$15,000 al mes",BG Consultores,/company/Reclutamiento-BG/jobs/Analista-soporte-c464621af7301f0e?fccid=06145503d7e2ab36&vjs=3,sql
66,Analista de Sistemas,"Consultora Especializada en Tecnologías de la Información. Esta en busqueda de personal como tu : Sistemas Computacionales o afín (Titulado, pasante).","$12,000 - $18,000 al mes",Th Tec,/company/Thtec/jobs/Analista-sistemas-a78ec9f3dfd9dcca?fccid=834c1b9f4f61046a&vjs=3,sql
67,Becario en Sistemas de Información,En AT&T estamos buscando el mejor talento para construir el futuro. Licenciatura en Ingeniería en Sistemas y Tecnologías de la información en curso.,"$7,000 - $8,000 al mes",AT&T México SA de CV,/company/AT&T-M%C3%A9xico-SA-de-CV/jobs/Becario-sistemas-informaci%C3%B3n-199300a476688cc5?fccid=36433a1353bc73dc&vjs=3,sql
68,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhQ5W4c7ZGs3godsA_pogKRcwwKLMRTSRaL8fHPCM3sozhl_Gbb7IcGCxYQDUCRMFDlhyIgNGopuO1Vu2_YEbxXhZSgr3coYKYSjiN0UimBeljkb4TnKw-4E5N_sNMC1plTncE9AKvfYWRo6CZgZpkgwijVpCAasXFjuyo9kfz3l7fU4DtpfuT9Q2mG-MdoVek6kxWzRGUc0ZT5WYx1oVCLyRP74yz9dBUl02QSbQyibnvvQ_8Phrfij7bC49JP5P6g=&p=15&fvj=1&vjs=3,sql
69,Desarrollador Java Backend,Mentivees una startup enfocada en la digitalización de latinoamérica a través del e-commercecon un ambiente de coworkingy una cultura emprendedora*.,"$30,000 - $40,000 al mes",Mentive,/pagead/clk?mo=r&ad=-6NYlbfkN0A7JSfWAjfjbd7E4ysWlUPMCzp4rlDkaP7CtlVKVr5Nz2opQjC7c8c-2enMw8EOo-SPiK_2qv_ejWPfUc7m1kz2ui8fmuI7OJT9z866UV0S86zwisIk2nMIZmpFaJ4lB5tbQRaAHCejwkPpUJw_EPq0nMBkQ1hmAYE4RA18JFEzhUaebIsgZNEH_uZC9FjkmyfEyhmulTlq82UMBDKwq06nLj8xu3jB7_mCA4GTbjMDC2puPuaBsunDhkgpnf6AqIZY1R7_J3Fs6ijJYyE186Ns98MOmEGLeUQWElGY7eOeUfYK8I11vzel_laEZOYE6MDkJ-C9vBZZS5KIz23r84bMqlXwkSAsHL51Rc38gri90yHdNxg11poeEGuMOdMcfUuaSGT_xVAMjrZLXFTuttRTlZmh5WaV4xN2cZCK10dZeQ==&p=16&fvj=1&vjs=3,sql
70,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0MxDo-hg7JIGnbAK0DKnA2tnQFHo71hCA-juCi4YVL-g8pjbjM74OYjZFo7UKT-ApH56UEB2I9Mpbl4QS-p3STfJ22NdXWctpZ45uRY0QzzJ1BCu_72hEEi8ZAxZuLSLUW9DxrBecW3E_qrTEJKgPkg2wCfBZ_3WGynYT2yVWf6chDiI7cUcxr6OS4nyjg-7NTuMmQukgs16eBO61TBDgaNC2H-MrbgJUa0Jd5s_r_S44ejPvSGDSAWB9X-32sMj_sFY61HimLMECXRNPBOlGamyuqg33vcjVmh7-aVAy0r6SYdMrODMxqK0IvhuWR6bAkvtHO8Ix9wt_AENfmZbxELxPaEt3uF39v8aSl_WdeKVw==&p=0&fvj=1&vjs=3,sql
71,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76MM_EBUQMBTh27JH8899bcl5fMqVH1CVkdSFYWF04NsmVsfC2GCp-b2mH77ep7J_T1t3M6ny-2Bzm-G4iLfGgRJzZwHL-1OfmkVAJ_jFM0sCZRaZPVr21OtNCgpE9EE1lOck0AanPJEW2OJEt8X2Y41u_5M-r1MeG4uhglkAqzTqHarj1Na_4WxjsLgisiLEKV0niWteq4_4QcUopgNiB81Pac7KKqyE0KfGnSDDS9oZC7ciOdvzZ-U-bWAmw3V4Jvjb-r7MAW7y-ctpq5T_Z8MPMyBFMOVSd_8RVm9RSOJjg==&p=1&fvj=1&vjs=3,sql
72,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCbKZsghj2D4li2d4Zv4_p5tl5aqwX-DG6o3LuWck5wfBDlw5ONrakviWHHSQicEL4ixCp7XTtjxEeO8c5fh2oR8iJJmx6DIg_L1gJmY16AhpJiKl90tyzNriyOraQNdMqoXj0zFqkBosYsfW86pe9_qTFghjxg8XSLVKF3E6eXxgVxjHkA8lNMd-k7JLuXvptDM_9hwT3D2Cd4u6XRKQBq9TMf5y2NcBrgj0Gj8hvjErOv2iVhn4snfaigTioEP4dhXQbc5rXpuhQ==&p=3&fvj=1&vjs=3,sql
73,Becario TI ò Ing. Industrial,"Manejo de BD ( DESAEABLE SQL, Oracle). Estudiante de los dos últimos semestres Lic. Informática o Sistemas, Tecnologías de la Información, Ing.","$6,000 al mes",Microformas,/company/Microformas/jobs/Becario-ti-%C3%B2-ingeniero-industrial-9779e0ceebd20b20?fccid=9a3c3f6bb39a2b3d&vjs=3,sql
74,Tester,Conocimientos en Unix y SQL. ¡¡U R G E N T E!! SOLICITAMOS TESTER PARA LABORAR EN TELCEL POLANCO: 3 años de experiencia como tester.,"$33,000 al mes",XVR-Solutions,/rc/clk?cmp=CONTACTO%40XVR&ti=Tester&jk=28af4154e18f44fc&fccid=e3f6555d4e33c4f8&vjs=3,sql
75,Desarrollador .Net con SQL Server,Desarrollo .Net con SQL Server: Experiencia 2 años con SQL Server. Base de Datos de SQL Server. Empresa en Tecnologías de la Información.,"$10,000 - $30,000 al mes",Th Tec,/company/Thtec/jobs/Desarrollador-net-SQL-server-c0c895dd359312c2?fccid=834c1b9f4f61046a&vjs=3,sql
76,Gerente de Tecnología,"Conocimientos avanzados en Base de Datos SQL. En Sistemas, Lic, en sistemas o carrera a fin Titulado. INGLÉS AVANZADO, hablado y escrito indispensable para…","$40,000 - $55,000 al mes",GPKNOW CONCEPT,/company/GPKNOW-CONCEPT/jobs/Gerente-tecnolog%C3%ADa-dcdc4d90f791c8bd?fccid=89928c4e406835b7&vjs=3,sql
77,RESPONSABLE DE SISTEMAS,"(Deseable Especialidad en SQL, Dynamics AX o similar). Empresa dedicada a la manufactura de accesorios automotrices, solicita RESPONSABLE DE SISTEMAS.","$16,000 - $16,001 al mes",ACISA MÉXICO,/company/ACISA/jobs/Responsable-sistemas-7e3eba247388d367?fccid=ef9475e77452ef6b&vjs=3,sql
78,ANALISTA DE INFORMACION,"ANALISTA DE INFORMACIÓN (ANALISTA DE EVALUACIÓN DE PRODUCTIVIDAD)*. Licenciatura en Informática, Ingeniería industrial o Ingeniería en Computación …","$15,483 al mes",Telcel,/company/Telcel/jobs/Analista-informacion-ac126b5173c43cdf?fccid=acd54ee82e805eea&vjs=3,sql
79,DBA MS SQL Server,"Conocimientos en T-SQL, SQL Server INtegration Services, SQL Server. Preferentemente cuente con Certificación MCSA Microsoft SQl Server 2012/2014.","$15,000 - $20,000 al mes",SCAT,/company/SCAT-Servicios-en-Computaci%C3%B3n-y-Alta-Tecnolog%C3%ADa/jobs/DBA-ms-SQL-server-83eb435154928843?fccid=3bf22e81bdddcaa5&vjs=3,sql
80,"ANALISTA PROGRAMADOR CON C# Y SQL $21,000","ANALISTA PROGRAMADOR CON C# Y SQL. Sistemas Computaciones o cualquier carrera afín de sistemas. 2 AÑOS debes de poder Analizar, documentar, desarrollar y…","$21,000 al mes",CONSULTING ARROYAVE,/rc/clk?jk=9e3f3e5c29928bf9&fccid=425ebf35f1d4dbd1&vjs=3,sql
81,Auxiliar de Soporte TI,"Experiencia en SQL, SAP, WMS. Empresa dedicada a ofrecer soluciones que optimizan los procesos de compra en insumos indirectos (papelería, consumibles y…","$7,500 - $8,000 al mes",PAPELERA PRINCIPADO,/company/PAPELERA-PRINCIPADO/jobs/Auxiliar-soporte-ti-05d23c8ab0946fd1?fccid=0c3cd6609221fa80&vjs=3,sql
82,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJxABLCwbqZZ5_cDYrdex0HxMnT9AyqhkTGqamZoLb7Rtd-LJgPt855d6pEIOPSjGTxhcsxIZiWvsHpdJ4RHqSYfNOnhNX6ewMb8lxxnhSaNFffABKvBjyuEkvzMzvVJ5Rd54yNsARPx7qo25bsy7905oqA2SK4r3ssP-iT7augojzsLOAksi2JoTpTnEdclKD8Vm8zBBzaCRtT3TrKNZVMIVtWznl6eXxAwNI0_cd7iUpZmvA7G_wf0MdMwA1igQAVEJi07w_CdS3_Lytz3xBp0SY--LxyNeMQ=&p=14&fvj=1&vjs=3,sql
83,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhTcUC4Cm5JbocvPpMmbkqUiqswLRcRjhJWPI-09VU-kbwuwIpYQizXR_EIP4m8ZI3RBPbz4bG6GKLXrWgHeHm3gdRt8stkE8WfN5RZBknc82cEefnVCXB6-A2cmCbxy7zGfEv9-aQzx9nRn0KYm_sexzyRUUMDDdtmvCAD0THOQ8mCKrMNwsdq-VOmlndpO4scpnO5YNyq0505hPViIoc2hkGe9dw25XAew2eYWFCNa5I_5kA8TSB9RE_l3olYqqT4=&p=15&fvj=1&vjs=3,sql
84,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaQy1aW45JUidmFB5SJEdlXcHZcYemO63xmPQ2X3_Kdf1ILX1hV-av0j6pakeOcEqQzWYXLs6s9ql_71FEBz76fGsBkN89Mt90xrpb-DFfbVe5h5t3cm3HIp_O3SKxtkRTokxtLCVejG6lIySNu74mISBDrik69MEUW_uBGIF4HP9rYccAr0NG5erz719WXySbzsB_B1gy5q3KTwXeN7q22QR3ERuRCxwRA-jnE6bUWHoHeKl450S9abW8wUb3BqagU=&p=16&fvj=1&vjs=3,sql
85,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0N3nv6s-TlT8Ap-0IeIX9fC7xZwnc76gGEtHgEYCphGKMh7qHiehOsrACDx7xQ2Pn82U7rShaaHU6HrozmGqqZt9aRAHQylc0A1YLg8qhhMfR4Il5GEKf0OYucYEsPdUuux_D3Cwixx2MqIRTIJlB7fty1JKKxTepi7k6Dsx52xUJ7KrokS-LXFRkDmMev5ENtxh5TIMsDvm-A0qcie3CCmQDZuuEumaStfGpqdVl-FZ8IkCWe3Qh649wIuSQzPX7ltviFQR97tKBRmeQiWEe7A9Ihyjh_Ut5mqeFpoQnBruA1ykO8KkGfHf_RtWjzblxpyhU4FXWJskW410fHs-t_6ZpPdlXoAizeAYVrCloGLiw==&p=0&fvj=1&vjs=3,sql
86,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76MZXXyHSaQXjUmgucWbDri0DgOHc3YXF-rwPz3kAFDxocHeA9EgCqb-3XSNe8YoqXzV2Bb2XbZ3_k4iILFWNlw9Hkkn54DpGbm0weYQiWHa8_IZNP-8rRxStyhQt8W7UeRtLmsZ4xhQKfPJZ-Z03d4bOYziasx1Wcd-kIvhlkLg5xPPOf738NCIFFBD0htQRV8V6qW-q0Cat9HKPC0qaQEjNWT92eM3qA-I_2Av5hSn5XkYKSDl-jhEJiDQ4AsTdntGr5EUKtj47MNHtkc43PUPqqqoJ765eMVMoSkvYMnCCA==&p=1&fvj=1&vjs=3,sql
87,Desarrollador JAVA,"CONOCIMIENTOS DESEABLES EN SQL, LDAP, WINDOWS/UNIX/LINUX, ORACLE, SQL. PROFESIONAL EN DESARROLLO DE APLICACIONES INFORMÁTICAS.","$34,999 - $35,000 al mes","Nytek Innovative Solutions, SC",/pagead/clk?mo=r&ad=-6NYlbfkN0BcA5vaoUQQQNbaGxlPA6A5AECEe9f8jbBQVGYN0oiZl1ZaRhbn20iN_ryguLtFreRTg9n1mncPT77ibYymxivo1l6ZmPgvndF8KIO84Zk8s1g_3C5rjXB_X78FOxo_AHQFCi5rqLqFnEI1ftKdoCgUoxeIg5m9n6K5dkfBKzpqaL2i2UMcVKMEWKn5qwgWmmzbvXK81v4X2AJJiLFJvEgWigKZkaI1q-Nh71FlVEPfHArf2F50Ks8JVPR2Vh1zBStcdj3yWLM8Hm2mMXJfzTyl7gGD5ly4z92ZxNxFv9MXUfxaFDryeSSjba5_iarcDCA15ou6y5blcNPH5oQYEXnYkD6mc_nOMD37DY5Fvp4CRVmcu_PUUDcFYSUVWvLnvIWoJUikoX7cc-qtCt-LDn9AIUss_xKyDLA=&p=2&fvj=1&vjs=3,sql
88,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhRhP-83NtmxI1fxtQ5WQ6Q--of7VqxUm0ZWX_yh6Lr53OuPxuhWORArOqhYUcWi90rCU9yBR_H-gVqRRCspjRrlli4m32iT8kA_QOulnaOzIZevzyubCDX8oBq45umjnzHsVAKAU3UYLT0XDJdainsPCLw71A_iEVvoH9o4wU30RywHN3CPXQ5dtkGjgvXu94eywpHK2aBfsRtG8L8D-RSScGoyIciFgP3JKiGE8kOmNKxCSbqEt8tQGriDdHY9RHI=&p=3&fvj=1&vjs=3,sql
89,Analista de demanda,"En Price Shoes no vienes por un trabajo, vienes por un proyecto de vida. Te invitamos a formar parte de nuestro equipo de colaboradores. De 23 a 35 años.","$26,000 al mes",Price Shoes,/company/Price-Shoes/jobs/Analista-demanda-85130e898d491306?fccid=ee204c9cf763b332&vjs=3,sql
90,Auxiliar de Sistemas,"Soporte técnico en Windows y Linux, paquetería office, herramientas de diseño, redes, base de datos, SQL y programación. Los requisitos para el puesto son:","$6,000 - $7,000 al mes",CONTROLADORA DEPORTIVA MAX SA DE CV,/company/CONTROLADORA-DEPORTIVA-MAX-SA-DE-CV/jobs/Auxiliar-sistemas-fa6698a8838335b9?fccid=9e34347338551e55&vjs=3,sql
91,Desarrollador de base de datos SQL Server,"3 años como desarrollador SQL Server 2005-2012. Hunt IT está en búsqueda de talento como tú, intégrate a nuestro equipo de trabajo como:","$30,000 - $35,000 al mes",Hunt IT,/company/Hunt-IT/jobs/Desarrollador-base-datos-SQL-server-1a761df93cb78cb2?fccid=1b4d3259e51ad659&vjs=3,sql
92,Java PL SQL,Experiencia en desarrollos en Java utilizando PL SQL y algunos frames. Se busca un candidato con las siguientes características: Con 2 años de experiencia.,"$19,000 - $20,000 al mes",Integración Inteligente en Sistemas de Información...,/company/Integraci%C3%B3n-Inteligente-en-Sistemas-de-Informaci%C3%B3n-S.A.-de-C.V./jobs/Java-PL-SQL-645410fbbcb634da?fccid=4851a97a9dcc5eba&vjs=3,sql
93,Database Technician,"SQL, DB2(as400), SYBASE y ORACLE. Bachelor’s degree in IT, computer sciences, programmer, systems or related education. Generate scripts in the data base.","$20,000 - $35,000 al mes",USG Inc,/company/USG-Inc/jobs/Database-technician-030c965c0734ee53?fccid=b3cd67b875245d6b&vjs=3,sql
94,Analista de Gestión de Información,"Experiencia en manejo de programación de SQL Server (Programación básica de procesos ETL), Nivel de manejo intermedio / avanzado. Horario de Lunes a viernes.","$17,000 - $18,000 al mes",Ve por Más,/company/Ve-por-M%C3%A1s/jobs/Analista-gesti%C3%B3n-informaci%C3%B3n-50e978919099a9ab?fccid=c6cb86fb79f9024e&vjs=3,sql
95,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJwrXyotspfL3ojOF-V05GL2kQCia-TjompZPyYsfK3EpjTV8vkohkKireWj2uHMK2gTGbOBCuFTUNQ40e-jOdfhbU7N9T5KwkZCSD0rbYBWDq9Qp-D6p-FifRjNHMGvMdL44p53CqgQFAC28TlbtniMhm1Od3399TqgdNvpa_AmAyyw6YoQNYdfl3NzUNjOEbq9-3DdNi3XC2VMt1puUgzZebZkxFWKZPhXeVUhY-N3xOBX_2LdSag7m-lI81xV9QupsePCicgeuyG77jl3jZGzPFNUSbGZBpU=&p=13&fvj=1&vjs=3,sql
