,Job Title,Job Description,Job Salary,Job Company,Job Link,Job Type
96,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaS7QA69UZJtC_ZjpcuIYoARsdh_e9nN9S5PmPugnKSMUOTW3Uj9WUavS_hdOC_fWtNkAPRVKeLQq8HflUKOkMMM-GIbX391AtzSVM6jFsj_94x1pfetMXBfSaudnCRWrKBp9UQKE710Bg4ewNAxCKIj9yBIq1IMKLhFQT3abB3qvXK-x0xre98GHhmXEWJhOETyOexya1XPnrdvaZI3mzanyYn1j64LkUmsltT3bgnH0xSrF9-jPlZaeT8flA3nVzg=&p=15&fvj=1&vjs=3,sql
97,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76Ogo_6_bG1JqIDtGDgM9_hQAU62d51Huiz9Il5Pi-1pJ15qhdRfWo0tZW3hAJV7QXtolOpWp1rINki84ttOUeyXcB8_JPIawIEqddqjrThzNJ6ds7he5DaJeUXODfDQMFHlngn5m_eIlI_9x5ELdkRnE8nJCbLlN0s3fH1bkUhL8ex_9uX54pPLbB6-72wsux0jj20Nk3yBSYPtEKIxTeRGbgHFdTZKs2u_uMCcalYzeg899leiAv7cD_GAkyxQWR0GDFtHhsTJqsp91_M9iM6II75AK2mQHS5q7svSz491Gw==&p=0&fvj=1&vjs=3,sql
98,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJxXnj6H-EK9AZ7nXOe_-jToQZpg66_W6JEWgifQShUbko85lVYy9uvU5Ld6JMiMNICB9imDTJ3E0mg4YlabgW2KlDv8mjAL2pYr3fGcQoBEDDpRAxvrFDTdWf89janJBaebINI0D8Xr731UE5hcgjs24pO9tuFdF44klG0RfQeZeliVNzT-Wzd08oJEVLNztV7xetyNmgoYOQWrjKlT0-9OiO1wtOJVtvCPqGQ2N8UGzTPkuZQrOcVfKwbn2CDAOkQcJcgEsYI88dNpP3RSAKsjK_3X3R8ztYs=&p=1&fvj=1&vjs=3,sql
99,"Líder de desarrollo web, Líder de programación web, Líder we...",En Yetcargo buscamos un *Líder de desarrollo web. Somos una empresa con grandes retos y para ello buscamos alguien apasionado por nuevas formas de codificar y…,"$22,000 - $28,000 al mes",YETCARGO,/pagead/clk?mo=r&ad=-6NYlbfkN0BzZPQ1haueDdrXdGtxPSQGeKYjuUXEhE46GctjtHtVbNdhRcUhbBYms7U6Di7vwCz1pSutgMkjbBTi3aXZ5d4buMLge20YJzO9Ekm0a2pYJqaHjOj-qlcpHokrUTVDqDAbJo00ar0N5O4C7cMCzJhfDdBJ6aSxx0N0WR7mSxIalX87vvZGfSHj36BXPeVH99ZOMx-Cjk_ebEYpwo9-z60egg4XLoqR8e-Tb4a8-ovykl7hKyJ5-C1BEw4ZYaxUEYmXrYCGzpjQAwQKADMwkakwG6-NqPUf7gsP3eNFOO85lV7unAD6No_D3yikcY4hVnPdn0YERTdCOi4QRRN6_fpHu3G6m21XqwWqZkqq97psy5xaKkLA1m-CF9YRQJyFxvN71TEC0cPipNdd90qLbwVZtQDgHrgWu4IcgaaCOcSy759H0If-Q7yjNzmU--OEtqQfU85gNAI0t6gJPf7A6oMbjo1lpuuyuCCABxKKWp5EXrNcpp0XWmqclsb2Mefo7SRJw7wuiKRQ_w==&p=2&fvj=1&vjs=3,sql
100,Desarrollador JAVA,"CONOCIMIENTOS DESEABLES EN SQL, LDAP, WINDOWS/UNIX/LINUX, ORACLE, SQL. PROFESIONAL EN DESARROLLO DE APLICACIONES INFORMÁTICAS.","$34,999 - $35,000 al mes","Nytek Innovative Solutions, SC",/pagead/clk?mo=r&ad=-6NYlbfkN0BcA5vaoUQQQNbaGxlPA6A5AECEe9f8jbBQVGYN0oiZl1ZaRhbn20iN_ryguLtFreRTg9n1mncPT77ibYymxivo1l6ZmPgvndF8KIO84Zk8s1g_3C5rjXB_X78FOxo_AHQFCi5rqLqFnEI1ftKdoCgUoxeIg5m9n6JNsKofYFprDNAJfxCt4cVvO4-rkzzV-nzOL7oa7HU0XIMZxUGWr87ILB6O97h7lC7otdR09jlbcUOd2TNkjRflPHLLUI2Z4rKvw5cEKDTjhbUpycvxBBDYaQSKuVyfEbU5W7achypfi4RgmUp_q1I4vk3UxTE1PiJGnNlU0cvRew9xU1J3Fmw0aEyJ8DiBYQKlVcigylT_NApAq2h69HIDaHHYb3cgcaqbHaBxmokLx90PZW8kttRhJ6KaGkShlog=&p=3&fvj=1&vjs=3,sql
101,Consultor de Ingeniería,"Windows server, soluciones WS, Exchange, Active Directory, SQL Server, Azure, office 365 y soluciones de respaldo. En Tecnologías de la Información, Lic.","$14,000 - $16,000 al mes",SOTEC,/company/Grupo-Acceon/jobs/Consultor-ingenier%C3%ADa-efde6d81c6a66fea?fccid=6cc20b75c05d3086&vjs=3,sql
102,ANALISTA DE BASES DE DATOS,"Te encargarás de comprender y analizar datos en Microsoft SQL Server. Buscamos un Analista de bases de datos. Con gusto por conocer las necesidades del negocio,…","$12,000 al mes",Virtual Inflexion Software,/rc/clk?jk=9a556a5fea860dd0&fccid=1493e7228d5230aa&vjs=3,sql
103,Analista de Riesgos,¡Corporativo Price Shoes está buscando tu talento! Te invitamos a integrarte a nuestro equipo de colaboradores cómo: Excel Y Power Point intermedio.,"$13,000 al mes",Price Shoes Corporativo México,/rc/clk?jk=3db02b559e7bee0c&fccid=ee204c9cf763b332&vjs=3,sql
104,ANALISTA DE MODELOS ESTADISTICOS JR,"Manejo de SAS o R, y SQL (Indispensable al menos dos de ellos). SOMOS UNA IMPORTANTE EMPRESA FINANCIERA CON MAS DE 20 AÑOS EN EL MERCADO PERTENECIENTES A UNA DE…","$15,500 al mes",FINCOMUN SERVICIOS FINANCIEROS COMUNITARIOS,/company/FINCOMUN-SERVICIOS-FINANCIEROS-COMUNITARIOS/jobs/Analista-modelos-estadisticos-junior-07d54891b4733649?fccid=88baa41cc93f3216&vjs=3,sql
105,Analista de Sistemas,"Experiencia en generar reportes con SQL Server. Desarrollo de aplicaciones y SQL Server, Soporte técnico, Redes e infraestructura y SAP.","$17,000 - $18,000 al mes",Adolfo Domínguez,/company/Adolfo-Dom%C3%ADnguez/jobs/Analista-sistemas-9dded68941f17b02?fccid=69894f0c6f163410&vjs=3,sql
106,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhSATUAQCbG3mdZoNcXBI1SN21BCQHt2TZ_Lcy7k6neFyUg6TO3mGLkBJsPLMkbde2t0gfiusqNufmXJloDdusM76p3EQ4EZzTEe69QHK7grtyDwXIbq7LHoy4LRbHLviDjSaHebS_u4VUPtrY9sPHas6FQAN-cd6TjrMlRRrCJyzbtQhoU35hPuYHasOEde5Y0b_szlhZ32kwpmLygYS3Y47Ll0sdBPylR_RLsHokCLdAAsOWvhQs3GLvwrodldq2Y=&p=15&fvj=1&vjs=3,sql
107,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaQHaT9xT_l4XjpFgXyz4N8x7M8b19O_eedFB6rvL-1ZtgvtWRb5ltKyxhM3E7PFk0zpItzzIAUtb9qkGcYXR-kMtXxfDdzZF6FRiEtlNRAi-DjakJNMW8S-QTtEFcr6U5pt4c9NI0R0k0L_5zc5ESBY89edYrmsP-VCC5LNKbJhZTvjIBUTlED241FUf7uYDWl_QpO8tfyI9IlVoPoAhTJwRnUQuvjqdphp5gifQslNnb94PSdrsSXCPpY6BhT4txI=&p=16&fvj=1&vjs=3,sql
108,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76PMWAVtM5d7w_ab0PPkK1EDwX83I8WLPoJ9jtbVLcZLqSAamhRamE37Am-SxaOxMvvJO-mmNyWf1ZnfaeSkR2MAWzSqUzzRGPMvRgRDsYOiMCxNe8MXrHIpVYuzSg4Q9cOgTnC6lRVjbP-Y6CzPRqKN35z-_0jAqsYBRhIP217CtXLQa1LynhrRawhNaA-6ECSdy16BJXfnE2QPaXqf9JtyIINrzDk_qSO-efhupb0e2YZs4KfWa6xDVvJCvQ4ztyFNv0xp7DXWn4TNNYIarJ2AU-0ofKjZMZssaaKvYyDMIA==&p=0&fvj=1&vjs=3,sql
109,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCY2jjnObJTpBOJ4aTmwe9WrSb2lcYh65KIgNaiVzNwDsVA2MRN58zgAKMwvXe9mosHvZB7GQIZr-WQRYsesHDHwRE53ilrTpH1A7AKj4beLWgd9gXUj9lefaFhw319w-DTYS6mw-Q0bYIynKVSXnmTRbj8IeM-_u1r6HGYw4sl5mKHUdkQ1_Yi1PKrPnI8mjP---t-871hAzoaA9kL0oVUGbJvw2PnXnY6-CqPiQ6RfsZ-xWs4pPdvapYfXSDC-onkcx2WhWPD4SQ==&p=2&fvj=1&vjs=3,sql
110,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJyAMagmkKd-yijXI8ETo9nvwS65SdD9jwCY1LW15e9Z1wXNtv8DI8sYHbOIgkz2fE-NG3O8j6bxky9lgKy6rb3u__L1TsLskcWMclw8d5cB1zEvWZB7tOzGgtqZ4Uh5dU2vgHfSbhTv1LYb_thERalEtjJm_TewXtP3Sxzv2_MAOm_zyp_8fheSDPhTEvKaHXYXJvOKflY6DSJO5Jz8gCt4dqfORMLTninsBgXdUXfdd2oXDzJY_bXHx7LMf3UTCUSD5AL0Bid1n7DCju6L72pO0enoY7hbviQ=&p=3&fvj=1&vjs=3,sql
111,ADMINISTRADOR DE BASE DE DATOS,Manejo de sentencias PL y SQL. Administración de Base de Datos. Importante empresa de TI solicita: ADMINISTRADOR DE BASE DE DATOS. Experiencia mínima de 1 año.,"$14,000 - $20,000 al mes",Organización Formación y Desarrollo Del Capital Hu...,/rc/clk?jk=d3a3e05abb329426&fccid=edeb6b43f31d676a&vjs=3,sql
112,ASESOR DE SOPORTE TÉCNICO / HELP DESK,"En Sistemas Computacionales, Informática Administrativa, Computación o afín (Pasante o Titulado). Indispensable contar con conocimientos básicos en:","$10,000 - $15,000 al mes",PORLCADE.COM,/company/PORLCADE.COM/jobs/Asesor-soporte-t%C3%A9cnico-3da95d76a2c9a579?fccid=ceaceb397edc8034&vjs=3,sql
113,INICIA TU EXPERIENCIA PROFESIONAL EN EMPRESA DE TECNOLOGÍA,Aprenderás herramientas y funciones de SQL. Si estudiaste una carrera afín al área Informática o Sistemas entonces Intelisis tiene una oportunidad para para ti.,"$5,999 - $6,000 al mes",INTELISIS SOFTWARE,/company/INTELISIS-SOFTWARE/jobs/Inicia-tu-experiencia-profesional-empresa-tecnolog%C3%ADa-1549c71bd674956a?fccid=56d86b516c405072&vjs=3,sql
114,Gerente de Sistemas,"Fortinet, Vmware, Networking, Sistemas Operativos de Servidor, Base de Datos SQL Server y MySQL, Active Directory y Correo, Servicios DNS, FTP, Certificados SSL…","$50,000 - $60,000 al mes",Connecting capital humano,/company/Connecting-capital-humano/jobs/Gerente-sistemas-816c7e04be6a750d?fccid=ea64c3897c6e606b&vjs=3,sql
115,soporte tecnico,"Conocimientos en windows, office, SQL, LAN, WAN soporte primer nivel via telefonica, reomota o sitio. Empresa solicita personal de soporte técnico para la…","$20,000 - $25,000 al mes",uptalent,/company/Uptalent/jobs/Soporte-tecnico-32253c6578b124b7?fccid=adfbd2e6064ccc49&vjs=3,sql
116,Desarrollador JAVA,"CONOCIMIENTOS DESEABLES EN SQL, LDAP, WINDOWS/UNIX/LINUX, ORACLE, SQL. PROFESIONAL EN DESARROLLO DE APLICACIONES INFORMÁTICAS.","$34,999 - $35,000 al mes","Nytek Innovative Solutions, SC",/pagead/clk?mo=r&ad=-6NYlbfkN0BcA5vaoUQQQNbaGxlPA6A5AECEe9f8jbBQVGYN0oiZl1ZaRhbn20iN_ryguLtFreRTg9n1mncPT77ibYymxivo1l6ZmPgvndF8KIO84Zk8s1g_3C5rjXB_X78FOxo_AHQFCi5rqLqFnEI1ftKdoCgUoxeIg5m9n6JkJvxbzVdMn3gA4nA-CT7CQWTMRR-JdqRMUa8fULKkqaogd4qFvxGH833v4pHUj_mRgXRWtPlQ2B8sDY6Tg2zXs_MWE9lxAxShtvn21xQL1g_oIvHZaswOuY7VVQqo4HeO38JXpQy5Tkgxxzuu2aWovGUfC-TAYRue-Akn2rv03gnkECllH0CfTfktFlLJKrnD_9bXx0Td8vwjhZYb2espolujNK2NXKB5KjM_Y4I3R09Jyrp4pqEU3qprG_pGLjI=&p=14&fvj=1&vjs=3,sql
117,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhRNR74FeF9snNwF3ykw4RCFM4FY5ONmZ46QkBsX0Gp09nEp0FeMNSmvmUxMhy8a9eSYHJReyUVRV3HqOsHeeCoOkwKGxJ7TsG9g_0hcfhPDdLS8GZWO5HhbB7P4riLtmDW27hPZRK9h_jkVk1vD6LIBQgl2zcMUI7yIr8MnewjVRN_x84DPXiknNUgFxgDJFq8ceVmui6pIeVGIDkpjkqtXa5O2k81xzONyCnUQSZLkpvkTUyZ7hTJwRLENJ_Vw6lw=&p=15&fvj=1&vjs=3,sql
118,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaSUcurNNOtS0_GVgUt7obHYb3dYAeKNdIKid5KdW7F1OS3lcRVGiZpQKI36xGzp-i4SjKmCVsHyfYMvuW4hobFLI4GHl785s2gvyn4jg5VbsAvUtMFXXbvs8lKMKw1UlhCidRqCURnUVoAi3aR5Is7JtjwALYPmin3fpNoqEltQfk36xjsHPasMpG9yKlqSx9xo7U5ve2nVLtTYsNVCHsCmcfFl-z2owovj3gshTl7-ubVZfDnZgQJbZ_tLap-PLhw=&p=16&fvj=1&vjs=3,sql
119,Desarrollador JAVA,"CONOCIMIENTOS DESEABLES EN SQL, LDAP, WINDOWS/UNIX/LINUX, ORACLE, SQL. PROFESIONAL EN DESARROLLO DE APLICACIONES INFORMÁTICAS.","$34,999 - $35,000 al mes","Nytek Innovative Solutions, SC",/pagead/clk?mo=r&ad=-6NYlbfkN0BcA5vaoUQQQNbaGxlPA6A5AECEe9f8jbBQVGYN0oiZl1ZaRhbn20iN_ryguLtFreRTg9n1mncPT77ibYymxivo1l6ZmPgvndF8KIO84Zk8s1g_3C5rjXB_X78FOxo_AHQFCi5rqLqFnEI1ftKdoCgUoxeIg5m9n6LKY3FVfuqipsNiXxBN7VN0MsPqJ352hTywMcTzPHd3M8fhJLTzuhuxWRKdQfAzfDG4PKvN4DrzWIfbBw0m2NGXmj6owLYAp3BBIu9hR5eTle3pIt0mPJ8rZMCoJncv4kWvrRsmf0AxqfqkIb-zbjaVFkqJbAwLrKZXCD2OpHdtIlCLhO-ieze_s0X4bGyrC3y81qI9bkBDHd8oF1a4WAbaoZqcE1nG_MZZFlGGk2lnKbv4pFDA3J4YmOi3MxJ4BnM=&p=0&fvj=1&vjs=3,sql
120,ENCARGADO DE TECNOLOGÍA EN CALL CENTER,ENCARGADO DE TECNOLOGÍA EN CALL CENTER*. LUNES A VIERNES DE 9:00 A 18:00. CON DISPONIBILIDAD DE ATENDER DE 9:00 A 21:00. PRESTACIONES SUPERIORES A LAS DE LEY.,"$15,000 - $25,000 al mes",CYBERIDEAS SA DE CV,/pagead/clk?mo=r&ad=-6NYlbfkN0DZ729oRvdyyyxK5H1PboB24Xffve0f_q-L73wus_CSK9nF4f0voWATNcOM_EBQfrmX8Q75IeuouPuym7h0QICpo6byv-3nNSjily51h32yFdeAHmcgt970ZPY8uxJBkGq5URrgS-_VqF5eiamkwHZY9_Uu25YZ76NoF-rnH85dzIiH_DDNqyH2kWK0SmaLh8aTrLIxVGXvwDDeIWYephMOlwVYTlPICQ_bgY1a8hfjqzl9CAwjM9nBbm9OGrCYs-tR56Sd56cKXEUKcBzPMS8273GM9IPbB0VfadFaEP51S51aN6bYkt7pjbsP5pm6mXDUd5YIqbkRBFMPdYSmBuP_LD-GCII1qxv0cuUg3lUYXIfPpMWw6_G_S1L-OhTjK7WlgZpsEkdV4wRDubrqIc0jdQyoBGaUL074_av-srmkbtAbmiG0S_QkHVT-g23SJYmlSNTTtiTeHQ==&p=1&fvj=1&vjs=3,sql
121,Desarrollador Backend,"Manejo de base de datos relacionales, SQL serve. Manejos de repositorios en GIT y TFS. Conocimientos en metodologías agiles para el desarrollo de software …","$15,000 - $25,000 al mes","Corporativo del Sector Hidrocarburos, S. de R.L. de C.V.",/pagead/clk?mo=r&ad=-6NYlbfkN0CEn0eYYWkicyYV5Op9pNNJQI0F0UCOg_Mho3ukxi8Mwvls6l09CpwY31yVkBGUfVkom58caXC5p5GCrYZydaUimB3jy_DMNZigmUM52GaVc1Ox0LB_mGRdokKMC39CxeKn1pQW_qVoDzRAO3weJJG6207d7UqjWCYgwdyFAxhhjzLISApkvh3QXpnUNs0E5_bWtZsN7LeVHKWKngioeU0nxQ230azFuWFcJyqLLJvqJSdEzuB7eWkRMcCDveEK2FcPv2S7EYz3ysN-jH-T9-kMmPBbXqNCqZXZCrxQouko5JrRDy715Vde6tx-r6rs17ybKhlI3QOygk9WYANq6OPQy_ccHPex4b_IBuAF4IR0mRFF9xkB9Des9oty4oF-GO52JGOvwDqHAq-M-paMo4WCyUfyhq6XTeHlvui9LfIX2A==&p=2&fvj=1&vjs=3,sql
122,QA Junior Manual Testing - Advanced English,"Work with analysts, software engineers and system admins to trouble-shoot issues, often using database SQL queries. Use bug tracking programs such as Zendesk.","$20,000 - $24,000 al mes",CrossBridge Technology Solutions,/pagead/clk?mo=r&ad=-6NYlbfkN0DERWds5kqmESEa7-sVGmxVS-4FOxsEqVfCe7w0XTZCpBNhHMWxndp-oamVfVVg__ZRCziktsl8LMpJdsPSVnRMi-hL5fIjM_LxeLKIcd-oc_oqNgOwNKIrP8w19WPiCsMWdlInu07Zx-LbLvTgWwXyBj-eet6KyJytEo6NEl0QMuXEz8UHRVoG1VNxpMeMRc_YsKB45DB2O1uudwOVRHB-KIafoHd3qhEbz1Ww6g0T7sJzGTivqHl-8NqLWKWiwicmUImPsPqBvzaNEWzsRa4zeRzREl8SzmnONCb4ZzH3bVEgza9kPgI_OrGPgtXF686MZeG43VTCscp-bWsctFaURIYItPAF0xJ0tIPFkT8YA1j1UaJvXlxCtpUSyu_O9vHZnao6ujBm1avoJYJxK-OsBWZvUFqQZSgGPAeMGCwcSB1BJ1O_K_FvnX0HobIi9Yo=&p=3&fvj=1&vjs=3,sql
123,ANALISTA DE BASE DE DATOS,"O (Mysql, SQL Server, Oracle). Empresa con 14 años en el mercado, solicita de manera urgente ANALISTA DE BASE DE DATOS*. De 21 años en adelante.","$8,500 - $10,000 al mes",ION APS,/company/ION-APS/jobs/Analista-base-datos-09deaf62e6e22153?fccid=de45dd7599a0abbb&vjs=3,sql
124,Becario TI Tecnología,"La consultoría con mayores valores humanos, solicita personal recién egresado de la Ing. Computación, Sistemas Computacionales, Informática, Matemáticas…","$6,000 - $8,000 al mes",Qualsys,/company/Qualsys-Consulting/jobs/Becario-ti-tecnolog%C3%ADa-52edab698d85f414?fccid=3c7234082c2ce00c&vjs=3,sql
125,Programador C#,"Conocimientos básicos en SQL Server. Net, lenguaje de programación C# con base de datos SQL Server. Hábitat para la Humanidad México solicita Programador C#.","$16,500 al mes",Hábitat para la Humanidad México,/company/Habitat-para-la-Humanidad-M%C3%A9xico/jobs/Programador-c5a63e3debef5967?fccid=1a1526f85efeaef7&vjs=3,sql
126,SAP Analytics Cloud Consultant,"Understanding of HTML, CSS and at least one leading JavaScript framework, Web services, Database integration with SQL and object relational mapping tools.","$60,000 - $80,000 al mes",Innovasoft,/company/Innovasoft/jobs/SAP-analytics-cloud-consultant-cfe60391805f8529?fccid=fac1bca946fc9324&vjs=3,sql
127,SAP BASIS - HANA,"Experiencia con la programación de SAP HANA, incluidos SQL, SQL script y procedimiento almacenado. Experiencia en el Troubleshooting de SQL en problemas…","$34,000 - $38,000 al mes",RHMAK,/company/RHMAK/jobs/SAP-basis-a301996a82b3b6d1?fccid=361039927215309e&vjs=3,sql
128,Soporte Técnico,"Empresa dedicada a ofrecer soluciones tecnológicas de Facturación Electrónicas a empresas del sector Retail, financieras y contables requiere por expansión…","$12,000 - $17,000 al mes",Staff Selection,/company/Staff-Selection/jobs/Soporte-t%C3%A9cnico-d1a078521bb7f1c5?fccid=8cd90dcda7469730&vjs=3,sql
129,Programador Web,Solicitamos a un Ingeniero en sistemas o carrera fin para el puesto de analista programador . Con experiencia laboral y conocimientos en.,"$12,000 - $14,000 al mes","Mobileware de Mexico, SA de CV",/pagead/clk?mo=r&ad=-6NYlbfkN0DBdkP5ajlHIhxDzFdMMP5omzz2DbuBwmrxOtUx6xysyC5iWws_by-KqaWLT8Xm1IIkjPH7DB61S90IJq6vBkh2gG2GsZ6w6_N_m-q89_d8I5WVUV2WmbG_sef7buufinHQM51bR-nod7_JeLvcrD_dr7xapQGCdhQOWpVBoNmaE0aAqNCfmbkk0gVoHxeTWxm3WEfop8CxayK1G2tHQWtREtADwWnDTtQg28Y4sx2G6TuUU2yoRcSG4awQQWIfOqzmlZbcwHFVO34BpL6lCB0-1UpEB2i8G21zoAyc-9n7hvc4-8H0Sj5DIrzYJX9gm_S9OfwlDfa4cyNHMeAD59eiTDGCLM-XLQ6gVcV3tzHBT9ZGhen5_mKyZZ9zelyYSjyM57aX4yBV5MxHIqdtlaj5mdsd6DU_y2k=&p=15&fvj=1&vjs=3,sql
130,Fullstack Java,"2+ años de experiencia en bases de datos SQL (MySQL, MariaDB, Oracle). 2+ años de experiencia en desarrollo web con tecnología Java.","$25,000 - $33,000 al mes",Hova Net,/pagead/clk?mo=r&ad=-6NYlbfkN0AIXl5oZi4SQRns7BdKOYK1ycS0zqikY2EaGs31jgSlnYdb2fbIADnyMEIwtuYFHDhusx2UUjIEdZAWfAL3OFf2ezHEUQpNFj1lq09_o2JApYSQQskk0WlqedQ1oZ-yVeviU0yndjoyvqXdwtaWe0QkFEyxvidVtaQfqxyAljg2Jw9gszAegLev92Gx9LUNAFFB77e9NPksmEpEEmGp84ZA0aG031a2vrf3HQIAjhFOmMAaUz2Lk1fuiFyTcszwcRGG11aBm6W26k7ODAt-4VWOrVOxNr7lWWUt3U_kNrSzX6yCS-FY61-UlmTWp40qZ262mWWvgsbRY58FXXEK1lxlJMG9rhWAM0zzu9J3UQaVJiFloadXtoZhj5UmpbJscyARTOqX07kGt9O7NK2sz8LPUWgMpBZgR5s=&p=16&fvj=1&vjs=3,sql
